codigoEgger,nombreEgger,categoria,codigoDiac,descripcionDiac,precio,espesor,largo,ancho
U732 ST9,Gris Macadan,egger-unicolores,255100,C PVC U732ST9 G Macadan 23x2mm 255100,2641.04,2,,
U732 HG,Gris Macadan,egger-unicolores,,,,,,
U732 PG,Gris Macadan,egger-unicolores,1196747,C PVC U732PG G Macadan 23x1mm 1196747,3279.74,1,,
U732 PM,Gris Macadan,egger-unicolores,9002201189876,C PVC U732PM G Macadan Mate 23X1mm 1189876,3279.74,1,,
U732 PT,Gris Macadan,egger-unicolores,,,,,,
U763 ST9,Gris Perla,egger-unicolores,5015230763,Tapa torn.adhes.G Perla U763ST9 Bl48,2280.8,,,
U763 ST9,Gris Perla,egger-unicolores,1569836,EDK MDF U763ST9 G Perla 3mmx2.60m 1670809,40232.7,3,,
U763 ST9,Gris Perla,egger-unicolores,1419740,EDK MDF U763ST9 G Perla 5.5mmx2.60m1419740,62661,5.5,,
U763 ST9,Gris Perla,egger-unicolores,1419737,EDK MDF U763ST9 G Perla 18mmx2.60m1419737,122408,18,,
U763 ST9,Gris Perla,egger-unicolores,1419247,EDK AGL U763ST9 G Perla 18mmx2.60m  1419247,94928.8,18,,
U763 ST9,Gris Perla,egger-unicolores,1381917,C PVC U763ST9 G Perla 40x0.40mm 1709766,1387.04,0.4,,
U763 ST9,Gris Perla,egger-unicolores,1381916,C PVC U763ST9 G Perla 43x2mm 1381916,6914.92,2,,
U763 ST9,Gris Perla,egger-unicolores,1197438,C PVC U763ST9 G Perla 23x2mm 1197438,2641.04,2,,
U763 ST9,Gris Perla,egger-unicolores,1194730,C PVC U763ST9 G Perla 22x0.40mm 1709771,564.94,0.4,,
U767 ST9,Gris Cubanita,egger-unicolores,1419896,EDK MDF U767ST9 G Cubanita 18mmx2.60m1419896,122408,18,,
U767 ST9,Gris Cubanita,egger-unicolores,1419733,EDK MDF U767ST9 G Cubanita 5.5mmx2.60m1419733,62661,5.5,,
U767 ST9,Gris Cubanita,egger-unicolores,1419237,EDK AGL U767ST9 G Cubanita 18mm x2.60 1419237,94928.8,18,,
U767 ST9,Gris Cubanita,egger-unicolores,1381912,C PVC U767ST9 G Cubanita 40x0.40mm 1705119,1387.04,0.4,,
U767 ST9,Gris Cubanita,egger-unicolores,1381910,C PVC U767ST9 G Cubanita 43x2mm 1381910,6917.7,2,,
U767 ST9,Gris Cubanita,egger-unicolores,1197437,C PVC U767ST9 G Cubanita 23x2mm 1197437,2641.04,2,,
U767 ST9,Gris Cubanita,egger-unicolores,1194717,C PVC U767ST9 G Cubanita 22x0.40mm  1705117,564.94,0.4,,
U775 ST9,Gris Bruma,egger-unicolores,1419892,EDK MDF U775ST9 G Bruma 5.5mmx2.60m1419892,62661,5.5,,
U775 ST9,Gris Bruma,egger-unicolores,1419889,EDK MDF U775ST9 G Bruma 18mmx2.60m1419889,122408,18,,
U775 ST9,Gris Bruma,egger-unicolores,1381907,C PVC U775ST9 G Bruma 40x0.40mm 1381907,1383.72,0.4,,
U775 ST9,Gris Bruma,egger-unicolores,1381905,C PVC U775ST9 G Bruma 43x2mm 1381905,6983.53,2,,
U775 ST9,Gris Bruma,egger-unicolores,1191528,C PVC U775ST9 G Bruma 23x0.40mm 1191528,564.94,0.4,,
U775 ST9,Gris Bruma,egger-unicolores,1191303,C PVC U775ST9 G Bruma 23x2mm 1191303,2641.04,2,,
U963 ST9,Gris Sombra,egger-unicolores,900224364057456,C M U963ST9 G Sombra 50mm,4100.92,50,,
U963 ST9,Gris Sombra,egger-unicolores,900224364057454,C M U963ST9 G Sombra 22mm,1819.42,22,,
U963 ST9,Gris Sombra,egger-unicolores,1569878,EDK MDF U963ST9 G Sombra 3mmx2.60m 1670747,40232.7,3,,
U963 ST9,Gris Sombra,egger-unicolores,1419885,EDK MDF U963ST9 G Sombra 5.5mmx2.60m1419885,62661,5.5,,
U963 ST9,Gris Sombra,egger-unicolores,1419882,EDK MDF U963ST9 G Sombra 18mmx2.60m1419882,122408,18,,
U963 ST9,Gris Sombra,egger-unicolores,1419879,EDK MDF U963ST9 G Sombra 25mmx2.60 1419879,157448,25,,
U963 ST9,Gris Sombra,egger-unicolores,1419217,EDK AGL U963ST9 G Sombra 18mmx2.60m 1419217,94928.8,18,,
U963 ST9,Gris Sombra,egger-unicolores,1419216,EDK AGL U963ST9 G Sombra 25mmx2.60m 1419216,115027,25,,
U963 ST9,Gris Sombra,egger-unicolores,1381879,C PVC U963ST9 G Sombra 40x0.40mm 1709715,1387.04,0.4,,
U963 ST9,Gris Sombra,egger-unicolores,1191522,C PVC U963ST9 G Sombra 22x0.40mm 1709713,564.94,0.4,,
U963 ST9,Gris Sombra,egger-unicolores,255096,C PVC U963ST9 G Sombra 23x2mm 255096,2641.04,2,,
U9631 ST9,Gris Sombra Solida,egger-unicolores,1388811,Comp EGGER U9631 ST9 G Sombra int.13mm 2.79x2.06m,2631410,13,2790,2060
U999 ST9,Negro,egger-unicolores,900224300745113,C M U999ST9 Negro 50mm,3638.85,50,,
U999 ST9,Negro,egger-unicolores,900224300745111,C M U999ST9 Negro 22mm,1588.38,22,,
U999 ST9,Negro,egger-unicolores,5015230999,Tapa torn.adhes.Negro U999ST9 Bl48,2280.8,,,
U999 ST9,Negro,egger-unicolores,1419878,EDK MDF U999ST9 Negro 5.5mmx2.60m1419878,62661,5.5,,
U999 ST9,Negro,egger-unicolores,1419875,EDK MDF U999ST9 Negro 18mmx2.60m1419875,122408,18,,
U999 ST9,Negro,egger-unicolores,1419425,EDK AGL U999ST9 Negro 18mmx2.60m1419425,94928.8,18,,
U999 ST9,Negro,egger-unicolores,1382027,C PVC U999ST9 Negro 22x0.40mm 1705270,564.94,0.4,,
U999 ST9,Negro,egger-unicolores,1382026,C PVC U999ST9 Negro 40x0.40mm 1705271,1414.13,0.4,,
U999 ST9,Negro,egger-unicolores,1239492,C PVC U999ST9 Negro 23x2mm 1239492,2641.04,2,,
U999 HG,Negro,egger-unicolores,,,,,,
U999 PG,Negro,egger-unicolores,,,,,,
U999 PM,Negro,egger-unicolores,,,,,,
U999 PT,Negro,egger-unicolores,,,,,,
U999 ST19,Negro,egger-unicolores,1419924,EDK MDF U999ST19 Negro V 18mmx2.60m1419924,135853,18,,
U999 ST19,Negro,egger-unicolores,1419871,EDK MDF U999ST19 Negro V 5.5mmx2.60m1419871,65305.8,5.5,,
U999 ST19,Negro,egger-unicolores,1382066,C PVC U999ST19 Negro V 40x0.40mm 1786650,2052.01,0.4,,
U999 ST19,Negro,egger-unicolores,1382018,C PVC U999ST19 Negro V 22x0.40mm 1786648,1020.09,0.4,,
U999 ST19,Negro,egger-unicolores,1382016,C PVC U999ST19 Negro V 23x2mm 1786565,3097.88,2,,
U114 ST9,Amarillo Girasol,egger-unicolores,5015230114,Tapa torn.adhes.Amarillo Girasol U114ST9,2280.8,,,
U114 ST9,Amarillo Girasol,egger-unicolores,1419764,EDK MDF U114ST9 A Girasol 5.5mmx2.60m 1419764,63490.5,5.5,,
U114 ST9,Amarillo Girasol,egger-unicolores,1419761,EDK MDF U114ST9 A Girasol 18mmx2.60m1419761,125446,18,,
U114 ST9,Amarillo Girasol,egger-unicolores,1381418,C PVC U114ST9 A girasol 43x2mm 1381418,6914.92,2,,
U114 ST9,Amarillo Girasol,egger-unicolores,1194990,C PVC U114ST9 A girasol 22x0.40mm 1707912,564.94,0.4,,
U131 ST9,Amarillo Limon,egger-unicolores,1419813,EDK MDF U131ST9 A Limon 5.5mmx2.60m1419813,61406.5,5.5,,
U131 ST9,Amarillo Limon,egger-unicolores,1419810,EDK MDF U131ST9 A Limon 18mmx2.60m1419810,116466,18,,
U131 ST9,Amarillo Limon,egger-unicolores,1198907,C PVC U131ST9 A Limon 23x0.40mm 1198907,564.94,0.4,,
U350 ST9,Naranja de Siena,egger-unicolores,5015230350,Tapa torn.adhes.Naranja de Siena U350ST9,2280.8,,,
U350 ST9,Naranja de Siena,egger-unicolores,1419729,EDK MDF U350ST9 Naranja Siena 5.5mmx2.60m 1419729,63490.5,5.5,,
U350 ST9,Naranja de Siena,egger-unicolores,1419726,EDK MDF U350ST9 Naranja Siena 18mmx2.60m1419726,125446,18,,
U350 ST9,Naranja de Siena,egger-unicolores,1191895,C PVC U350ST9 Naranja Siena 22x0.40mm 1708012,564.94,0.4,,
U325 ST9,Rosa Antiguo,egger-unicolores,5015230325,Tapa torn.adhes.Rosa Äntigua U325ST9,2280.8,,,
U325 ST9,Rosa Antiguo,egger-unicolores,1419789,EDK MDF U325ST9 Rosa Antiguo 18mmx2.60m1419789,125446,18,,
U325 ST9,Rosa Antiguo,egger-unicolores,1381547,C PVC U325ST9 Rosa antiguo 40x0.40mm 1708000,1387.04,0.4,,
U325 ST9,Rosa Antiguo,egger-unicolores,1381498,C PVC U325ST9 Rosa antiguo 23x0.40mm 1707945,564.94,0.4,,
U325 ST9,Rosa Antiguo,egger-unicolores,1381496,C PVC U325ST9 Rosa antiguo 23x2mm 1381496,2641.03,2,,
U311 ST9,Rojo Burgundy,egger-unicolores,1419803,EDK MDF U311ST9 Rojo Violaceo 18mmx2.60m1419803,116466,18,,
U323 ST9,Rojo Cereza,egger-unicolores,5015230323,Tapa torn.adhes.Rojo Cereza U323ST9 Bl48,2280.8,,,
U323 ST9,Rojo Cereza,egger-unicolores,1707992,C PVC U323ST9 Rojo cereza 40x0.40mm 1707992,1387.04,0.4,,
U323 ST9,Rojo Cereza,egger-unicolores,1419799,EDK MDF U323ST9 Rojo Cereza 5.5mmx2.60m 1419799,63490.5,5.5,,
U323 ST9,Rojo Cereza,egger-unicolores,1419796,EDK MDF U323ST9 Rojo Cereza 18mmx2.60m1419796,125446,18,,
U323 ST9,Rojo Cereza,egger-unicolores,1419307,EDK AGL U323ST9 Rojo Cereza 18mmx2.60m  1419307,96313.9,18,,
U323 ST9,Rojo Cereza,egger-unicolores,1194841,C PVC U323ST9 Rojo Cereza 22x0.40mm 1707991,564.94,0.4,,
U323 HG,Rojo Cereza,egger-unicolores,,,,,,
U323 PG,Rojo Cereza,egger-unicolores,,,,,,
U504 ST9,Azul Cosmico,egger-unicolores,5015230504,Tapa torn.adhes.Azul Cosmico U504ST9 Bl48,2280.8,,,
U504 ST9,Azul Cosmico,egger-unicolores,1419722,EDK MDF U504ST9 Azul Cosmico 5.5mmx2.60m1419722,63490.5,5.5,,
U504 ST9,Azul Cosmico,egger-unicolores,1419719,EDK MDF U504ST9 Azul cosmico 18mmx2.60m1419719,125446,18,,
U504 ST9,Azul Cosmico,egger-unicolores,1381235,C PVC U504ST9 Azul cosmico 40x0.4mm 1786646,1387.04,0.4,,
U504 ST9,Azul Cosmico,egger-unicolores,1381233,C PVC U504ST9 Azul cosmico 43x2mm 1381233,6914.92,2,,
U504 ST9,Azul Cosmico,egger-unicolores,1191887,C PVC U504ST9 Azul cosmico 22x0.40mm 1786644,564.94,0.4,,
U504 ST9,Azul Cosmico,egger-unicolores,1191881,C PVC U504ST9 Azul cosmico 23x2mm 1786519,2641.04,2,,
U626 ST9,Verde Kiwi,egger-unicolores,5015230626,Tapa torn.adhes.Verde Kiwi U626ST9,2280.8,,,
U626 ST9,Verde Kiwi,egger-unicolores,1419715,EDK MDF U626ST9 Verde Kiwi 5.5mmx2.60m1419715,63490.5,5.5,,
U626 ST9,Verde Kiwi,egger-unicolores,1419712,EDK MDF U626ST9 Verde Kiwi 18mmx2.60m1419712,125445,18,,
U626 ST9,Verde Kiwi,egger-unicolores,1191634,C PVC U626ST9 Verde kiwi 22x0.40mm 1709691,564.94,0.4,,
